,Job Title,Company Name,Industry,Company Location,New Job (90 Days),Year Started,Profile Headline,Profile Summary,School,Degree,Education End,Field of Study,Domain,CompanyName,JobTitle,My Network,Country,Continent,FieldOfStudy
2451,Biological Technologist,Yogi Ayurveda,Biotechnology,"Chandigarh, India",False,2016.0,Biotechnologist | Content Writer | Former Consultant at Serum Institute of India Limited,"Biotechnology Laboratory Experience:

Handling Vitek instrument, microbiology bacterial identification. RNA extraction, Reverse-Transcription PCR (cDNA synthesis, cDNA PCR), Gel electrophoresis, PCR purification, Sequencing (Cycle sequencing, Terminator dye removal, Addition of Hi-diformamide, Sanger’s sequencing), BLAST, DNA Extraction(By centrifugation method, By column method), Real-PCR, Western Blotting, Silver Staining Electrophoresis, SDS- PAGE Electrophoresis, Analyzing data for all the results, Plating, Media preparation, Handling Instruments (Handling Spectrophotometer, Handling Colorimeter, Handling Centrifuge, Handling weighing balance, Handling PCR machines), Buffer preparation, Documentation of results.

Building Relationships:
Ability to build relationships, interact sensitively, use effective networks.

Team Work:
I have worked in various types of teams in India and Beijing (China). I was the leader of my minor project in DTU (formerly DCE) titled, “Production of Wine”, which was a resounding success and was appreciated by all my professors.

Inter-cultural Skills:
While in the Beijing, China, I have studied with students from different nationalities such as from China, Korea, Australia, USA, Japan and Singapore. We often worked together on various projects important to our education and research projects.

Organisational skills and competences:
•	Volunteer for teaching English to Chinese underprivileged children at Sun Village in Beijing, China.
•	Worked as volunteer for National Symposium on Biotechnology (NaSBi) 2010.
•	Worked as volunteer for Karyon’10 (All India Annual Technical Festival of DTU under Department of Biotechnology)
•	2nd Position in Essay writing competition in school (2004)
•	Achievements in school, inter-school and college’s sports competitions.
•	100% Attendance award at International School of Beijing -2006, 2007",Vellore Institute of Technology,pg,group3,Biotechnology,Media and Communication,Yogi Ayurveda,biologicaltechnologist,network,India,AS,Biotechnology
2452,Talent Manager,Atypical Advantage,Education Management,"Bengaluru, Karnataka, India",True,2021.0,1st Year College Student | Manchester United Fan | Love Star Wars | (I)ntrovert | I(N)tuitive | (F)eeling | (J)udging | Writer | Curious | Part time Day Dreamer | Full time Human,"The idea was simple. Be the Han Solo of this world.

I am a Freshman at Vellore Institute of Technology, Bhopal pursuing a Bachelor of Technology course in Bioengineering with an intent of starting my very own company in the world of innovation.
My interests on the other hand, is to develop myself in the fields of
- Public Speaking 
- Policy Advocacy 
- English Literature 
During my time as a student I have had the distinct opportunity of participating in various similar competitions to build my skills that I feel are of paramount use in the real world.
1. Model United Nations 
    - Participated as a Delegate in 5 Conferences earning placements in 3.
    - Served as the Director of Research (2018) and as the Director of the Organizing Committee (2019) at my school's inter-school conferences. 
2. Intra-School Competitions 
    - Secured placements in : Debates, Photography, Writing. 
","Vellore Institute of Technology, Bhopal",ug,group1,Bio engineering ,Media and Communication,Atypical Advantage,Manager,network,India,AS,bioengineering
2453,"Assistant Engineer, Traffic and Transportation",LEA ASSOCIATES SOUTH ASIA PRIVATE LIMITED,Civil Engineering,"Mau, Uttar Pradesh, India",False,2019.0,Assistant Engineer ( Traffic and transportation) at LASA. Keen to make career in Highways Construction/Design,"Engineer in Training (EIT) and Graduate of bachelor's in Civil Engineering program backed by successful internship experience from LEA Associates South Asia Pvt. Ltd. and knowledge of inspection of structures like Bridge, culvert etc also Assessment of condition of roads under ARAMS/MRAMS project Assam/Mizoram.",Vellore Institute of Technology,ug,group2,Civil Engineering,Media and Communication,LEA ASSOCIATES SOUTH ASIA PRIVATE LIMITED,Engineer,network,India,AS,Civil Engineering
2454,Public Relations,The Photography Club VIT,Entertainment,"Tamil Nadu, India",False,2018.0,Freelance Photo and Videographer,"I'm very passionate about photo and videography and at the same time I love marketing as well. 
Looking forward to mash both my interests so I won't have to let go either of them in my career.",Vellore Institute of Technology,ug,group2,Mechanical Engineering,Media and Communication,The Photography Club VIT,Public Relations,network,India,AS,Mechanical Engineering
2455,Lead Scientist,SEngine Precision Medicine,Research,"Redmond, Washington, United States",False,2020.0,Lead Scientist at SEngine Precision Medicine,"As a lead scientist at SEngine Precision Medicine my primary focus is the design of drug screens, data analysis from the PARIS® platform and integration of these results with genomic knowledge for each patient. I summarize results and curate reports generated by SEngine apps for oncologists, clinical trials, internal research projects, and outside collaborators. I regularly review scientific and medical literature concerning newly developed oncology drugs to be employed in PARIS® tests.  My long-standing knowledge of cancer signaling pathways and understanding of genomics has placed me on a unique position to integrate results with in-depth cancer genomics, cancer biology, large data-set analysis and individual patient clinical data.
Previously I was a postdoc in Dr. Peter Nelson’s lab in FHCRC. My research interest focused on DNA damage repair in prostate cancer particularly HR deficiency and PARP inhibitor context. I was also interested in role of prostate tumor microenvironment in therapy resistance and how you can manipulate and overcome the resistance. All of my previous publications involved DNA damage response pathway effect especially non homologous end-joining following PARP inhibition and different radiation treatment like brachytherapy, gamma radiation in prostate cancer. In recent study I am focusing on effectiveness of supraphysiological androgen as a treatment opportunity in AR dependent prostate cancer, specifically in DNA damage repair deficient subgroups. 
 Before that I have successfully defended my Thesis, entitled “DNA Repair Defects in Prostate Cancer Cells in Response to Radiation”. TMPRSS2-ERG fusion is prevalent in ~60% of prostate cancer patients. Using PARP inhibitor rucaparib (Clovis, originally by Pfizer) along with radiation exhibited synergic lethality in prostate cancer cells. I have also demonstrated that TMPRSS2-ERG fusion gene induces DNA damage and DNA repair is defective in these cells.",Cleveland Clinic/ Kent State University,phd,group3,Cell & Molecular biology focused on cancer biology,Media and Communication,SEngine Precision Medicine,Research Scientist,network,United States,NA,cellmolecularbiologyfocusedoncancerbiology
2456,Actor,self,Entertainment,"Kolkata, West Bengal, India",False,0.0,Actor at self,,Master of Science (MSc),pg,group3,,Media and Communication,self,Actor,network,India,AS,not_given
2457,Inter,BlackRock,Information Technology and Services,"Rajasthan, India",True,2021.0,Software Engineering Intern at BlackRock,"A Computer Science and Engineering student who is enthusiastic, hardworking and passionate to learn. Being worked for different projects helped to adapt to changes quickly and made me a mature team-worker. I am able to work well both in a team environment as well as using my own initiative. I can work well under pressure, adhere to strict deadlines and bring creative ideas to the table.",Vellore Institute of Technology,ug,group1,Computer Science,Media and Communication,BlackRock,inter,network,India,AS,Computer Science
2458, Core Committee Member (Editorial Writer),Society for Biological Engineering (SBE) Vellore Institute of Technology Student Chapter,Biotechnology,"Mumbai, Maharashtra, India",False,2020.0,Sophomore B.Tech Biotechnology student | Content creator | Dance & drama enthusiast | HuWoman,"A HuWoman who loves to express through puns & poetry. 
Learning more about those creative genes at college.
Join my organization (IG: @thehuwoman) in the making where I aim to advocate equality and fight for the rights of individuals. https://www.thehuwoman.com/ 
You can check it out in my Contact section.
",VIT_Vellore Institute of Technology ,ug,group1,Biotechnology,Media and Communication,Society for Biological Engineering (SBE) Vellore Institute of Technology Student Chapter,Commitee Member,network,India,AS,Biotechnology
2459,HR and Management,Hack Club VIT Chennai ,Nonprofit Organization Management,"New Delhi, Delhi, India",False,2020.0,CSE Freshman at Vellore Institute of Technology,,Vellore Institute of Technology,ug,group1,Computer Science,Media and Communication,Hack Club VIT Chennai ,Manager,network,India,AS,Computer Science
2460,Publicity Chair,IEEE Communications Society,Nonprofit Organization Management,"Kolkata, West Bengal, India",False,2020.0,Publicity Chair at IEEE Communications Society,,VIT_Vellore Institute of Technology ,ug,group1,Computer Science,Media and Communication,IEEE Communications Society,Board Member,network,India,AS,Computer Science
2461,Intern,Lakshhya Society,Education Management,"Tirupati, Andhra Pradesh, India",False,2020.0,"Member, Media & PR Cell DMS IIT Delhi",,"Department of Management Studies, IIT Delhi",pg,group1,,Media and Communication,Lakshhya Society,Intern,network,India,AS,not_given
2462,Graphics Hardware Engineer,Intel Corporation,Consumer Goods,"Folsom, California, United States",False,2017.0,Graphics Hardware Engineer at Intel Corporation,Contact Details: him6075@gmail.com/+1(404)583-1670,Georgia Institute of Technology,pg,group2,Computer Engineering,Media and Communication,Intel Corporation,Engineer,network,United States,NA,Computer Science
2463,content writer at Screeninsuits,Screeninsuits,Publishing,"Ranchi, Jharkhand, India",False,2020.0,Student at Vellore institute of technology,,Vellore Institute of Technology,ug,group1,Computer Science and engineering spec. in AI and ML,Media and Communication,Screeninsuits,Content Creator,network,India,AS,Computer Science
2464,Event Coordinator,LIT - DAC,Education Management,"Hyderabad, Telangana, India",False,2020.0,"Event Coordinator at LIT - DAC
Public Relations Team at Android Club VIT-AP",,Vellore Institute of Technology,ug,group1,Computer Science with specialisation in Data Analytics,Media and Communication,LIT - DAC,Coordinator,network,India,AS,Computer Science
