,Industry,Company Location,New Job (90 Days),Year Started,Profile Headline,Profile Summary,School,Degree,Education End,Domain,CompanyName,JobTitle,My Network,Country,Continent,FieldOfStudy,Industry_embedding,Company Location_embedding,Profile Headline_embedding,Profile Summary_embedding,School_embedding,Degree_embedding,Education End_embedding,Domain_embedding,CompanyName_embedding,JobTitle_embedding,My Network_embedding,Country_embedding,Continent_embedding,FieldOfStudy_embedding
1072,Entertainment,"Mumbai, Maharashtra, India",False,2020.0,Talent Management Specialist,Techie --> Talent Manager ,Vellore Institute of Technology,pg,group3,Sales,The Orange Cup,Sales Representative,network,India,AS,Computer Science,0.00060844235,0.5232492,0.104407355,0.50452906,0.75134337,-0.61622804,-0.799207,-0.11225095,-0.15156189,-0.08542154,-0.34562543,-0.15667738,-0.227953,-0.5947676
1073,Consumer Services,Kuwait,False,2016.0,Storekeeper & receiving agent and General cashier,,Bharathiar University,pg,group3,Sales,copthorne al jahra hotel and resort,Product Agent,network,Kuwait,AS,shippingandlogistics,0.38967007,0.044548914,-0.13358475,0.0068888944,0.6877994,-0.61622804,-0.799207,-0.11225095,0.30359256,-0.102917455,-0.34562543,0.044548914,-0.227953,-0.21806122
1074,Consumer Services,"South Delhi, Delhi, India",False,2019.0,"Vice President, Environmental Research & Advocacy Expert, Editor, Author, Advisor, Consultant, Speaker","•	Environment research and advocacy professional, consultant, Advisor, Author, Editor, Trainer, Speaker
•	Manages national and international level responsibilities of project planning, MoUs, Management and review, Brand outreach and expansion, Knowledge sharing and capacity building and stakeholder relations.
•	Domain of Key expertise includes resource efficiency (energy, water and others), pollution monitoring & control, Real-time pollution monitoring, Performance assessment and Benchmarking, Life cycle assessment, BAT, EMS, Environmental approval and regulatory regime, Policies, Compliance enforcement, Corporate governance and Certifications. 
•	Credible experience of working with government institutions (Ministry of Environment, Forest and Climate change, central and state pollution control boards etc.), industries, leading think tanks, educational & research institutions, professionals and civil societies. 
•	Enjoys writing articles, columns, blogs for various science magazines and research journals. Authored, co-authored and contributed to a few reputed books. Offers expert inputs and opinions on various media platforms in the expertise domain.

http://sanjeev-k-kanchan.blogspot.com/?m=1",Vellore Institute of Technology,pg,group3,Sales,Adage Automation Private Limited,Board Member,network,India,AS,not_given,0.38967007,-0.68547654,-0.3196323,-0.10768319,0.75134337,-0.61622804,-0.799207,-0.11225095,0.02483938,0.013204547,-0.34562543,-0.15667738,-0.227953,0.52895916
1075,Information Technology and Services,"Wyndham Vale, Victoria, Australia",False,2020.0,"Graduate of Master's in Business Analytics at Victoria University, Melbourne","Master's graduate very keen to follow my passion towards analytics. Very adamant to learn more and actively searching for an opportunity where I can use my business acumen and analytical skills. With bachelor 's in computer science and engineering, I am in a position to learn a new coding languages or testing methods if required for job. 

I'm flexible, with good communication skills, strong desire to improve and prove, can plan, can lead, can be a team player and I'm passionate about what I do. Feel free to contact me if you have any opportunities.",Victoria University,pg,group2,Sales,Foodfx Australia,Analyst,network,Australia,OC,Business Studies,-0.24523748,0.2465123,-0.5501675,-0.3846901,0.444246,-0.61622804,-0.5348988,-0.11225095,0.2994513,-0.47440735,-0.34562543,-0.083794296,-0.11963407,-0.09012361
1076,Hospital & Health Care,"Indianapolis, Indiana, United States",False,2018.0,Microscope Sales Representative at Olympus Corporation of the Americas,"Hard-working, energetic, self-motivated and multi-faceted plant cell biologist with interest in developmental biology and the ability to:

> Manage and run a confocal microscope facility (Olympus IX83 inverted microscope) with super-resolution function and offer consultation and expertise and training in imaging and image analysis to users. 

> 7+ years of experience in designing and executing cell biology experiments for live cell imaging. 

> Experience with cell organelle targeting drugs, protein localization and fluorescent dyes. 

> Offer expertise on plant root development and quantification of various phenotypes to collaborators and successfully participate in collaborative manuscripts. 

> Effectively execute experiments and analysis to completion for communicating via scientific reports and manuscript.

- U.S. Permanent Resident and Indian Citizen",University of Kentucky,phd,group3,Sales,Olympus Corporation of the Americas,Sales Representative,network,United States,NA,plantphysiology,0.6416101,-0.41287646,0.16641977,-0.7491551,-0.30934173,-0.5109713,-0.799207,-0.11225095,-0.08707632,-0.08542128,-0.34562543,0.21777464,0.20820911,-0.4697009
1077,Consumer Goods,"Andhra Pradesh, India",False,2020.0,Student at Vellore Institute of Technology,,GITAM University,pg,group2,Sales,ITC Limited,Sales Representative,network,India,AS,Marketing and Finance,0.39451176,0.4583175,0.7517292,0.0068888944,0.2764628,-0.61622804,-0.5348988,-0.11225095,-0.19264054,-0.08542128,-0.34562543,-0.15667738,-0.227953,-0.18475033
1078,Information Technology and Services,"Bangalore Urban, Karnataka, India",False,2016.0,Developer at SAP Labs India,"To work in a challenging environment, that supports continuous learning and aggressively pursues new technological research and development. Willing to work on multiple platforms and ready to accept more responsibilities.

Specialization in SAP Business Technology Platform Solution Engineering - SAPUI5, FIORI,
Hands on Knowledge on Node Js,Python
Hands on Knowledge on Various SAP Cloud Platform Services (Workflow, Business Rules, IoT2.0, Portal, Mobile Services and Gamification, IAS, IPS).
Hands on Knowledge on SAP Cloud Foundry.
Worked on developing Fiori Apps using Web IDE,SAP Application Studio.
Expertise in SAP AI Conversational platform.
Hands on Knowledge on SAP HANA SQL, XS.
Expertise in SAP Cloud extension integration scenarios for C4C and SuccessFactors.Expertise in S/4 HANA Cloud integrations with SAP BTP.",Vellore Institute of Technology,ug,group2,Sales,SAP Labs India,Associate,network,India,AS,Computer Science,-0.24523748,0.41186523,0.18049371,-0.434256,0.75134337,-0.12845042,-0.5348988,-0.11225095,-0.040905792,-0.19023164,-0.34562543,-0.15667738,-0.227953,-0.5947676
1079,Mechanical or Industrial Engineering,"Andhra Pradesh, India",False,2019.0,Full Time Stock Investor,,Lovely Professional University,phd,group1,Sales,Self Employed,stocker,network,India,AS,Manufacturing and Production,0.5515584,0.4583175,-0.384171,0.0068888944,-0.21912137,-0.5109713,-0.5150479,-0.11225095,0.12067989,0.019436114,-0.34562543,-0.15667738,-0.227953,0.6116402
1080,Information Technology and Services,"Dubai, United Arab Emirates",False,2019.0,Presales & Implementation Engineer at Precedence Technologies LLC - UAE,"An ELV & ICT Professional with best experience in Design Estimation Testing & commissioning of Low Current System.
Strong design Skills according to Project Specifications & Client Satisfaction.  Participated in Major Security Systems tenders and Played Key role in converting. Hands on Experience in commissioning of IP CCTV Access control Complying to authority regulations . Certified in Both SIRA & MCC Authorities.

Responsible for designing the Infrastructure complying  Specifications & TRA regulations.  Good Knowledge in Copper cabling & fiber optics.  Managed Project of more than 2000 points & responsible for consultant authority approvals. Major role to analyse the Project Specifications & Providing feasible design solutions to the Consultant in cost effective manner.",Vellore Institute of Technology,ug,group3,Sales,Precedence Technologies LLC - UAE,Engineer,network,United Arab Emirates,AS,"Electrical, Electronics and Communication Engineering",-0.24523748,0.7317028,-0.046097208,-0.40405256,0.75134337,-0.12845042,-0.799207,-0.11225095,-0.13307536,0.21950708,-0.34562543,0.51368517,-0.227953,0.66143984
1081,Consumer Services,"Tamil Nadu, India",True,2021.0,.,"Experienced Branch Manager Designate with a demonstrated history of working in the financial services industry.  Strong support professional with a Master of Business Administration - MBA focused in Business Administration, Management and Operations from Vellore Institute of Technology. ",Vellore Institute of Technology,pg,group2,Sales,Muthoot Homefin (India) Limited,Manager,network,India,AS,Management,0.38967007,0.56172913,0.04505357,-0.6774518,0.75134337,-0.61622804,-0.5348988,-0.11225095,0.38756618,-0.4709951,-0.34562543,-0.15667738,-0.227953,-0.581318
1082,Hospital & Health Care,"Kolkata, West Bengal, India",True,2021.0,Patient Advocate at Navya Care,An aspiring Biotechnology graduate looking for a job in QC and QA for work experience and to start my career in this field of Biological sciences,Vellore Institute of Technology,pg,group1,Sales,Navya Care,patientadvocate,network,India,AS,Biotechnology,0.6416101,0.00994799,0.33886442,-0.10038153,0.75134337,-0.61622804,-0.5150479,-0.11225095,0.40049058,0.20641054,-0.34562543,-0.15667738,-0.227953,0.22836168
1083,Consumer Goods,"Bangalore Urban, Karnataka, India",False,2017.0,Account Manager at Smith & Associates,"Current business focus in Global distribution of Memory, Storage and Electronic components. Support electronic manufacturing companies with purchasing. Experienced Assistant Business Manager with a demonstrated history of working in the semiconductor and research industry. Skilled in Atomic Layer Deposition, Synthesis & Characterization of Nanomaterials, Electronics, Semiconductor Industry, and FDTD Simulation tools. Strong support professional with a Master of Technology - MTech focused in Nanotechnology from Vellore Institute of Technology. ",Vellore Institute of Technology,pg,group3,Sales,Smith & Associates,Manager,network,India,AS,nanotechnology,0.39451176,0.41186523,-0.45435527,-0.3264359,0.75134337,-0.61622804,-0.799207,-0.11225095,0.043997265,-0.4709951,-0.34562543,-0.15667738,-0.227953,0.5780409
1084,Mechanical or Industrial Engineering,"Bangalore Urban, Karnataka, India",False,2016.0,Application Engineer Specialist - Automotive Market at SKF India,"	•	Primarily engaged in selecting / specifying  SKF products and providing techno-commercial solutions to meet the application requirements as per the inquiries received from customers by modelling and simulating the Customer application layouts and taking in account the application conditions. 
•	Coordinating with Business Development team to scout new customers by generating product needs from customer pain areas and to grow with Existing Customers.
•	Anticipate and understand the trends in new technology development, especially at the customers end. Use this information to best interest of SKF and  thereby give application engineering support to customers, value added products, technical services, in line with the changing Technology. 
",VIT CHENNAI CAMPUS,ug,group3,Sales,SKF India,Engineer,network,India,AS,Mechanical Engineering,0.5515584,0.41186523,0.19477062,-0.29451177,0.81820625,-0.12845042,-0.799207,-0.11225095,-0.1099665,0.21950708,-0.34562543,-0.15667738,-0.227953,0.53104585
1085,Nonprofit Organization Management,"New Delhi, Delhi, India",True,2021.0,Sales And Marketing Specialist at IFortis Corporate,"I am an enthusiastic and zealous student , a future engineer looking out for new opportunities . I like solving problems and brainstorming sessions . I would describe myself as a quick study and someone who would like to explore many industries before getting into one . I am very comfortable working with people from diverse backgrounds or even a cross-functional environment.  Apart from technology , my interests lie in business development and strategy , would love to discuss marketing campaigns with anyone. ",Vellore Institute of Technology,ug,group1,Sales,IFortis Corporate,Sales Representative,network,India,AS,Computer Science,0.026965683,0.015292212,0.00093455886,-0.6256335,0.75134337,-0.12845042,-0.5150479,-0.11225095,0.41380748,-0.08542128,-0.34562543,-0.15667738,-0.227953,-0.5947676
